Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
>>>>>> 	ADM 116/3645	Case No. 5320			Pacific Islands: sovereignty, air bases and flying facilities	1936-1938	 				Open Document, Open Description	Closed for 	50		C3672595
>>>>>> 	ADM 116/3646	Case No. 5231			Tristan da Cunha: visit of H.M.S. CARLISLE	1936-1939	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672596
>>>>>> 	ADM 116/3654	Case No. 5840			Indian and Persian Gulf Bases: naval defence	1932-1938	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672597
>>>>>> 	ADM 116/3655	Case No. 4851			Union of South Africa: defence	1934-1938	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672598
>>>>>> 	ADM 116/3705	Case No. 5241			Persian Gulf: lighting and buoying	1931-1938	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672599
>>>>>> 	ADM 116/3800	Case No. 5884			Royal Indian Naval Reserve of Officers: formation	1933-1939	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672600
>>>>>> 	ADM 116/3801	Case No. 5435			Indian Naval policy	1934-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672601
>>>>>> 	ADM 116/3802	Case No. 5597			Establishment of Naval Control Service in Dominions in event of war	1938-1939	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672602
>>>>>> 	ADM 116/3803	Case No. 6557			Pacific Defence Conference: reports	1939	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672603
>>>>>> 	ADM 116/3804	Case No. 00229			The Empire and the War: synopsis of views of representative members of different Parties in Overseas Legislatures	1939	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672604
>>>>>> 	ADM 116/3836	Case No. 5599			Defence of Falkland Islands	1931-1939	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672605
>>>>>> 	ADM 116/3837	Case No. 5622			Defence of South African Ports	1935-1939	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672606
>>>>>> 	ADM 116/3838	Case No. 5622			Defence of South African Ports	1935-1939	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672607
>>>>>> 	ADM 116/3839	Case No. 5622			Defence of South African Ports	1935-1939	 	Vol. 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672608
>>>>>> 	ADM 116/3840	Case No. 5622			Defence of South African Ports	1935-1939	 	Vol. 4			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672609
>>>>>> 	ADM 116/3910	Case No. 5330			New Zealand Division: report of proceedings, including visit of HMS ACHILLES to Australia for 150th anniversary of discovery	1938-1939	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672610
>>>>>> 	ADM 116/3934	Case No. 5275			Sino-Japanese hostilities: abuse of Hong Kong territorial waters by Japanese	1938-1939	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672611
>>>>>> 	ADM 116/3946	Case No. 5619			British North Borneo: Japanese activities	1938-1939	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672612
>>>>>> 	ADM 116/4009	Case No. 5412			Recruiting in Dominions and Colonies: policy	1936-1939	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672613
>>>>>> 	ADM 116/4056	Cabinet Committee 215			Defence of Rangoon, Burma and of oil refineries and installations near Rangoon	1938-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672614
>>>>>> 	ADM 116/4058	Defence 631			Defence of South Georgia Island: British Whaling ships and stations	1939-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672615
>>>>>> 	ADM 116/4061	Defence 651			Defence of Malta: inter-services and civil defence organisation	1936-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672616
>>>>>> 	ADM 116/4080	Case No. 5695			Sale to Canada of C Class Destroyers: possible construction of sloops	1934-1940	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672617
>>>>>> 	ADM 116/4097	Case No. 5352			Bermuda: dredging of narrows to admit capital ships	1935-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672618
>>>>>> 	ADM 116/4106	Case No. 5446			Dominion and UK Universities: candidates for engineering commissions in RN	1937-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672619
>>>>>> 	ADM 116/4116	Case No. 5486			Newfoundland Fishermen: recruitment for Royal Navy	1939-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672620
>>>>>> 	ADM 116/4119	Case No. 5547			Royal Indian Navy: rank and command of R.I.N. officers vis-a-vis RN officers	1934-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672621
>>>>>> 	ADM 116/4144	Case No. 5695			Transfer of HM Destroyers to Royal Canadian Navy	1937-1940	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672622
>>>>>> 	ADM 116/4165	Case No. 5813			Dominion Candidates for Short Service Commissions in Air Branch RN: recruitment	1938-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672623
>>>>>> 	ADM 116/4271	Case No. Cab 190			Hong Kong: defensive action to be taken in event of war with Japan	1939-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672624
>>>>>> 	ADM 116/4285	Case No. Cab 230			United States - Canadian Defences: first report of Permanent US - Canadian Joint Board on Defence	1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672625
>>>>>> 	ADM 116/4312	Case No. 5691			Palestine: efforts to curtail illegal immigration of Jews	1939-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672626
>>>>>> 	ADM 116/4343	Case No. 5857			Hong Kong Naval Volunteer Force: loan of HMS CORNFLOWER and various arrangements for sea training	1933-1940	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672627
>>>>>> 	ADM 116/4344	Case No. 5878			South African Naval forces: administration and operational control on outbreak of war	1939-1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672628
>>>>>> 	ADM 116/4345	Case No. 6099			Naval personnel and aircraft sent to Wynberg aerodrome, Simonstown, South Africa: discipline, accommodation, etc	1939-1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672629
>>>>>> 	ADM 116/4346	Case No. 6289			Contingents of Naval recruits from Newfoundland: sailing dates, accounts, nominal lists, allocation, etc	1939-1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672630
>>>>>> 	ADM 116/4347	Case No. 6289			Contingents of Naval recruits from Newfoundland: sailing dates, accounts, nominal lists, allocation, etc	1939-1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672631
>>>>>> 	ADM 116/4348	Cabinet 174			Australian war effort: shipbuilding programme, labour and material shortage and establishment of Shipbuilding Commission	1940-1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672632
>>>>>> 	ADM 116/4349	Cabinet Committee 539			Proposed lease of West Indies bases to USA: non-military communications systems, cable and wireless facilities, use of airfields, etc	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672633
>>>>>> 	ADM 116/4409	Cabinet 173			Establishment of United States Bases in West Indies and British Guiana; defence of Newfoundland: Admiralty remarks, proposals, etc	1940-1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672634
>>>>>> 	ADM 116/4451	Case No. 5981			Construction of Fleet Air Arm and Flying Boat Base at Pallisadoee, Kingston, Jamaica	1939-1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672635
>>>>>> 	ADM 116/4452	Case No. 5981			Construction of Fleet Air Arm and Flying Boat Base at Pallisadoes, Kingston, Jamaica: RAF units, various arrangements	1939-1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672636
>>>>>> 	ADM 116/4499	Cabinet 205			Union of South Africa: defence plans for ports.	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672637
>>>>>> 	ADM 116/4526	Case No. 6200			Newfoundland: development of St John's Naval Base and formation of Newfoundland Escort Force.	1941-1942	 	Vol. 6			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672638
>>>>>> 	ADM 116/4540	Case No. 6200			Newfoundland: development of St John's Naval Base	1941-1942	 	Vol. 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672639
>>>>>> 	ADM 116/4541	Case No. 6200			Newfoundland: development of St John's Naval Base	1941-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672640
>>>>>> 	ADM 116/4559	Case No. 5970			Operation MG 1: enemy air attacks on ships in Grand Harbour, Malta, and subsequent recommendations for awards.	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672641
>>>>>> 	ADM 116/4592	Defence 853			Fiji: military defences and equipment, Naval Volunteer Defence Force and question of operational command of HMFS VITI.	1938-1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672642
>>>>>> 	ADM 116/4597	Case No. 6330			New Zealand and Australian Naval Bases: defences	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672643
>>>>>> 	ADM 116/4639	Case No. 6330			New Zealand and Australian Naval Bases: defences	1942	 	Enclosure			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672644
>>>>>> 	ADM 116/4648	Cabinet 221			Dutch West Indies, Venezuela and British and Dutch Guiana: protection of oil refineries, oilfields and bauxite supplies.	1940-1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672645
>>>>>> 	ADM 116/4655	Cabinet Committee 361			Lease of bases to USA: British West Indies, Central and South America and Canada.	1940-1942	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672646
>>>>>> 	ADM 116/4656	Cabinet Committee 361			Lease of bases in British West Indies and Central America to USA and sale of US destroyers to RN	1940-1942	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672647
>>>>>> 	ADM 116/4657	Cabinet Committee 361			Command and defence of bases leased to US, possibility of Japanese attack on Far Eastern bases, etc.	1940-1942	 	Vol. 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672648
>>>>>> 	ADM 116/4658	Cabinet Committee 361			Systems of command and defence of bases leased to US	1940-1942	 	Vol. 5			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672649
>>>>>> 	ADM 116/4660	Case No. 5051			Sovereignty of Falkland Islands and South Orkneys: Anglo-Argentine dispute.	1932-1937	 	Vol. 1			Open Document, Open Description	Closed for 	50		C3672650
>>>>>> 	ADM 116/4661	Case No. 5051			Sovereignty of Falkland Islands and South Orkneys: Anglo-Argentine dispute.	1932-1937	 	Vol. 1			Open Document, Open Description	Closed for 	50		C3672651
>>>>>> 	ADM 116/4662	Case No. 5051			Deception Island, South Shetland Islands: possible use by German raiders and Japanese submarines; Anglo-Argentine dispute over sovereignty of Antarctic regions.	1939-1942	 	Vol. 2			Open Document, Open Description	Closed for 	50		C3672652
>>>>>> 	ADM 116/4663	Cabinet Committee 387			Gibraltar: emergency airfield in neutral zone and creation of RN Air Station.	1939-1942	 				Open Document, Open Description	Closed for 	50		C3672653
>>>>>> 	ADM 116/4664	Case No. 6340			Fleet Air Arm overseas stations: requirements, storage and maintenance facilities, development of sites, etc.	1938-1942	 				Open Document, Open Description	Closed for 	50		C3672654
>>>>>> 	ADM 116/4669	Case No. 6149			Gibraltar: Fleet Air Arm facilities and possible political effects	1936-1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672655
>>>>>> 	ADM 116/4670	Case No. 6037			Falkland Island Dependencies: encroachment by Argentina	1942-1943	 				Open Document, Open Description	Closed for 	50		C3672656
>>>>>> 	ADM 116/4809	Case No. 6175			Tristan da Cunha: establishment of W/T and HF/DF stations	1938-1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672657
>>>>>> 	ADM 116/4810	Case No. 6175			Tristan da Cunha: establishment of W/T and HF/DF stations	1938-1943	 	enclosure			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672658
>>>>>> 	ADM 116/4848	Cabinet 228			HMS SHROPSHIRE: transfer to Royal Australian Navy	1942-1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672659
>>>>>> 	ADM 116/4880	Cabinet Committee 475			Allied forces serving in the UK and the Colonies: judicial authority agreements	1940-1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672660
>>>>>> 	ADM 116/4906	Case No. 00253			Lethbridge Military Mission to Washington and the Pacific: reports and narratives of proceedings	1943-1944	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672661
>>>>>> 	ADM 116/4907	Case No. 00255			Support of British Naval and amphibious forces in South West Pacific: Australian base facilities	1943-1944	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672662
>>>>>> 	ADM 116/4908	Case No. 00255			Support of British Naval and amphibious forces in South West Pacific: Australian base facilities	1944	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672663
>>>>>> 	ADM 116/4909	Case No. 00255			Support of British Naval and amphibious forces in South West Pacific: Australian base facilities	1944	 	Vol. 2 enclosure			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672664
>>>>>> 	ADM 116/4910	Case No. 00255			Support of British Naval and amphibious forces in South West Pacific: Australian base facilities	1944	 	Vol. 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672665
>>>>>> 	ADM 116/4911	Case No. 00260			Basing of UK forces on Australia: outline plans, estimated size of forces, requirements, etc	1944	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672666
